gameweek,kickoff_time,home_team,home_team_elo,home_score,away_score,away_team,away_team_elo,finished,match_id,match_url,home_possession,away_possession,home_expected_goals_xg,away_expected_goals_xg,home_total_shots,away_total_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_accurate_passes,away_accurate_passes,home_accurate_passes_pct,away_accurate_passes_pct,home_fouls_committed,away_fouls_committed,home_corners,away_corners,home_xg_open_play,away_xg_open_play,home_xg_set_play,away_xg_set_play,home_non_penalty_xg,away_non_penalty_xg,home_xg_on_target_xgot,away_xg_on_target_xgot,home_shots_off_target,away_shots_off_target,home_blocked_shots,away_blocked_shots,home_hit_woodwork,away_hit_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_passes,away_passes,home_own_half,away_own_half,home_opposition_half,away_opposition_half,home_accurate_long_balls,away_accurate_long_balls,home_accurate_long_balls_pct,away_accurate_long_balls_pct,home_accurate_crosses,away_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses_pct,home_throws,away_throws,home_touches_in_opposition_box,away_touches_in_opposition_box,home_offsides,away_offsides,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_tackles_won,away_tackles_won,home_tackles_won_pct,away_tackles_won_pct,home_interceptions,away_interceptions,home_blocks,away_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels_won,away_duels_won,home_ground_duels_won,away_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won_pct,home_aerial_duels_won,away_aerial_duels_won,home_aerial_duels_won_pct,away_aerial_duels_won_pct,home_successful_dribbles,away_successful_dribbles,home_successful_dribbles_pct,away_successful_dribbles_pct,fotmob_id,stats_processed,player_stats_processed,home_distance_covered,away_distance_covered,home_walking_distance,away_walking_distance,home_running_distance,away_running_distance,home_sprinting_distance,away_sprinting_distance,home_number_of_sprints,away_number_of_sprints,home_top_speed,away_top_speed,tournament
8.0,2025-10-23T16:45:00,7.0,1930.51,1.0,2.0,,,True,25-26-europa-league-aston-villa-vs-go-ahead-eagles,/matches/go-ahead-eagles-vs-aston-villa/2avqng#4947901,,,0.83,2.82,5.0,18.0,3.0,7.0,2.0,6.0,1.0,5.0,180.0,469.0,77.0,90.0,13.0,9.0,1.0,10.0,0.3,1.61,0.53,0.42,0.83,2.03,1.0,2.72,2.0,8.0,0.0,3.0,0.0,1.0,4.0,13.0,1.0,5.0,234.0,524.0,117.0,129.0,63.0,340.0,12.0,23.0,24.0,74.0,3.0,9.0,43.0,26.0,8.0,13.0,9.0,54.0,5.0,1.0,2.0,0.0,0.0,0.0,19.0,13.0,,,11.0,2.0,3.0,0.0,38.0,10.0,6.0,1.0,33.0,36.0,29.0,28.0,51.0,49.0,4.0,8.0,33.0,67.0,2.0,3.0,25.0,23.0,,True,True,,,,,,,,,,,,,europa-league
8.0,2025-10-23T19:00:00,,,0.0,2.0,17.0,1795.25,True,25-26-europa-league-fc-porto-vs-nottingham-forest,/matches/fc-porto-vs-nottingham-forest/3asu35#4947864,,,2.09,0.6,8.0,10.0,3.0,2.0,2.0,0.0,0.0,0.0,390.0,365.0,85.0,84.0,13.0,15.0,3.0,8.0,0.22,0.27,0.29,0.33,0.51,0.6,1.62,0.34,2.0,2.0,3.0,6.0,0.0,0.0,5.0,6.0,3.0,4.0,457.0,436.0,183.0,194.0,207.0,171.0,31.0,13.0,54.0,45.0,3.0,5.0,18.0,29.0,15.0,14.0,24.0,24.0,0.0,2.0,2.0,2.0,0.0,0.0,17.0,19.0,,,11.0,4.0,7.0,3.0,29.0,22.0,1.0,1.0,45.0,48.0,39.0,38.0,51.0,49.0,6.0,10.0,38.0,63.0,8.0,8.0,73.0,47.0,,True,True,,,,,,,,,,,,,europa-league
